=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2017.08.14 16:06:47 =~=~=~=~=~=~=~=~=~=~=~=
54285,42.23,27.60,38.65,31.46,32.87,51.49,28.36
57,28.22
113654567,20.98,42.15,27.23,38.35,30.61,32.26,51.90,27.60
113655578,19.85,42.23,27.60,38.65,31.46,32.87,51.49,28.36
113656590,20.13,42.02,27.32,38.83,30.66,33.48,51.62,28.03
113657601,20.27,41.97,26.76,38.71,30.80,33.01,51.75,28.22
113658611,21.31,42.31,28.07,38.46,30.89,32.82,51.70,28.17
113659622,20.51,41.87,27.13,38.37,30.47,33.20,51.54,28.26
113660634,20.04,42.31,27.42,38.65,31.51,33.10,51.54,28.12
113661644,19.85,41.97,26.66,37.84,31.41,32.54,51.90,26.99
113662655,19.90,42.07,26.99,39.04,30.85,32.40,51.72,27.75
113663666,20.65,41.87,27.51,39.41,31.13,32.96,51.72,27.46
113664677,19.71,41.82,26.76,37.76,31.08,33.15,51.28,27.56
113665688,20.32,41.95,27.84,38.41,30.99,33.86,51.57,27.84
113666699,19.76,42.25,27.37,38.29,30.66,32.49,51.95,27.60
113667710,20.18,41.79,27.32,38.79,30.38,33.06,51.41,27.65
113668721,20.08,42.02,26.38,38.13,30.10,32.77,51.59,28.17
113669732,20.18,41.89,27.60,38.27,31.18,33.71,51.62,28.22
113670743,20.32,42.49,27.42,38.73,30.89,33.86,51.67,28.17
113671754,20.27,42.69,26.90,38.46,30.42,33.53,51.83,28.40
113672765,20.51,42.28,27.37,37.94,30.61,32.30,51.75,27.65
113673776,20.41,42.18,26.57,38.65,31.18,33.06,51.59,27.65
113674786,20.23,42.20,27.98,38.14,30.94,32.63,51.88,28.36
113675798,20.37,42.25,26.76,38.68,30.47,32.96,51.52,28.54
113676809,19.90,42.23,27.42,38.51,31.18,32.40,51.41,28.17
113677819,20.32,41.87,26.81,38.51,30.85,32.82,51.83,28.40
113678830,19.71,42.41,26.66,38.32,30.71,33.43,51.34,28.78
