=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2017.08.10 17:26:01 =~=~=~=~=~=~=~=~=~=~=~=
39,9.17,34.04,22.06
57277,16.42,11.95,15.24,26.05,6.23,8.63,34.04,21.35
58281,16.42,13.05,15.24,26.99,6.18,9.41,32.16,20.18
59286,15.01,12.80,15.48,26.76,5.79,9.22,34.51,20.88
60292,16.89,13.66,15.95,24.88,5.99,9.41,32.40,21.35
61296,16.42,12.80,15.71,27.23,5.74,8.73,33.10,22.06
62301,14.39,13.05,14.88,24.88,5.99,9.31,29.81,21.12
63306,14.51,12.93,14.76,25.82,5.65,9.56,33.81,20.18
64311,14.02,13.66,15.71,26.05,6.14,9.31,34.51,21.12
65315,17.59,13.78,15.01,26.52,6.18,8.87,34.28,20.88
66321,15.24,13.41,15.71,25.58,5.65,9.51,32.63,18.77
67325,16.65,12.68,16.89,25.82,5.79,8.73,34.04,23.23
68330,16.65,14.88,16.65,26.29,6.28,9.46,32.16,21.12
69336,14.64,12.93,15.24,22.76,5.94,9.46,31.69,20.88
70340,14.64,12.68,14.76,25.82,5.70,8.87,35.45,22.29
71345,14.76,15.48,14.27,26.29,5.79,9.02,32.40,21.82
72350,14.88,12.44,14.51,24.88,5.65,9.22,33.34,20.18
73355,14.64,12.93,14.51,26.76,5.70,9.02,31.93,19.47
74359,15.24,12.68,13.90,24.88,6.09,8.82,35.22,22.29
75365,14.39,12.31,14.64,26.05,6.14,8.68,33.10,20.41
76369,17.12,13.54,15.48,26.99,5.84,9.12,37.33,22.06
77374,15.71,12.80,14.27,25.35,6.23,9.51,33.57,18.30
78380,8.04,7.50,7.55,8.34,3.55,6.82,8.97,8.09
79384,4.62,4.08,4.47,6.14,6.77,3.45,7.60,5.35
80389,14.88,13.29,15.48,25.82,6.38,9.51,33.81,20.18
81393,15.48,11.95,15.24,23.23,6.28,9.07,32.87,19.71
82398,16.18,14.27,15.95,26.29,6.09,9.22,33.57,21.59
83403,15.01,12.93,14.15,23.23,6.48,9.17,31.46,21.82
84408,15.01,12.68,15.24,24.41,6.62,9.07,34.04,20.41
85412,16.18,13.66,16.42,28.40,6.28,9.31,35.69,21.82
86418,14.51,13.78,13.78,24.64,5.89,9.41,33.34,20.18
87422,16.42,12.80,14.64,25.82,6.38,9.46,33.10,22.06
88427,16.42,13.66,18.06,24.17,6.18,9.36,34.51,21.12
89433,15.95,13.41,15.95,24.41,5.89,9.51,32.16,19.94
90437,15.01,13.66,16.18,26.05,6.33,9.51,31.22,20.41
91442,15.48,12.56,14.15,26.29,6.18,9.07,34.51,21.82
92447,16.89,13.90,16.18,25.58,5.79,9.12,33.57,19.00
93452,14.88,13.54,15.71,22.76,5.99,9.22,34.28,23.47
94456,16.89,14.15,14.88,25.82,5.70,8.92,33.57,22.29
95462,15.71,13.78,14.27,24.17,5.79,9.61,32.87,20.18
96466,14.15,11.95,15.48,24.64,5.79,9.07,34.28,20.18
97471,16.42,13.90,15.24,26.76,5.70,8.92,33.34,22.29
98477,16.65,14.15,14.88,25.35,5.65,9.22,33.10,22.29
99481,15.95,11.83,14.88,25.82,5.55,8.87,33.34,20.88
100486,14.64,13.41,15.24,25.82,5.55,8.78,33.81,22.53
101491,16.18,13.78,15.71,25.35,5.70,8.97,33.34,21.82
102496,14.88,12.68,14.76,26.29,5.89,9.26,30.75,19.00
103500,15.01,13.54,16.18,26.29,5.74,9.07,32.16,23.00
104506,14.88,12.56,14.51,25.58,5.65,9.36,33.34,20.18
105510,14.64,11.34,14.15,26.99,5.94,9.22,34.51,22.76
106515,14.64,13.78,15.24,26.05,6.09,9.36,32.16,20.41
107521,16.42,12.07,15.95,24.64,5.65,9.46,33.10,22.06
108525,15.48,13.66,14.27,26.52,5.99,9.12,30.99,20.41
109531,14.64,15.71,15.71,23.94,6.09,8.92,34.28,21.59
110535,14.76,12.56,14.15,24.64,6.38,9.36,32.16,19.71
111540,15.24,12.80,14.27,26.29,5.89,9.07,32.40,19.71
112545,16.65,12.19,15.01,22.76,6.67,9.36,31.46,20.65
113550,14.51,12.44,14.39,26.52,5.70,8.97,34.28,23.00
114554,16.65,13.41,14.88,24.64,5.65,9.41,32.16,19.94
115560,17.12,13.66,15.48,26.29,5.60,8.92,32.63,21.82
116564,15.24,12.93,17.12,26.52,5.55,8.97,33.34,20.65
117570,16.18,13.90,14.88,26.29,5.50,8.92,32.63,22.29
118575,14.51,12.44,14.51,25.11,6.09,8.78,32.87,21.82
119579,15.01,12.93,15.95,25.82,5.65,8.87,33.34,22.29
120585,16.65,13.66,15.95,24.88,5.60,8.73,34.04,21.82
121589,15.24,14.02,16.18,26.52,5.65,8.87,33.81,21.59
122594,14.64,13.54,15.71,26.05,6.09,9.41,34.28,19.94
123599,14.51,11.95,15.71,24.64,5.65,8.87,34.75,21.12
124604,16.18,13.90,14.64,24.17,5.99,9.31,32.16,19.94
125609,17.12,15.71,15.01,24.17,6.33,9.31,31.93,21.35
126614,14.76,13.05,14.88,25.82,5.79,9.02,32.87,20.65
127619,16.42,13.90,15.71,25.82,5.70,8.68,34.75,22.29
128624,15.95,12.07,16.89,25.82,5.50,8.92,32.87,22.29
129629,16.42,13.66,15.95,27.23,5.79,9.02,34.28,21.59
130633,14.64,13.66,15.71,26.05,5.99,9.26,31.93,21.59
131639,14.39,12.80,15.48,25.11,5.65,8.82,34.28,21.12
132643,14.76,14.02,14.88,24.64,6.09,8.87,33.57,20.88
133649,15.24,12.68,15.48,24.41,5.89,9.46,31.93,20.41
134653,16.42,13.66,15.48,24.64,6.18,9.56,32.16,19.94
135658,16.42,13.66,15.24,27.46,5.60,8.92,35.69,22.06
136664,14.76,12.80,15.48,26.29,5.70,8.92,32.87,22.29
137668,15.24,14.02,16.18,25.11,5.70,8.97,32.40,20.18
138673,16.18,14.15,15.48,26.29,5.84,9.02,30.99,21.82
139678,15.24,12.44,14.27,24.17,5.65,8.97,35.45,22.06
140683,17.59,13.66,14.39,25.82,6.04,9.17,31.93,19.94
141688,17.12,13.90,14.15,23.47,5.70,8.97,35.22,21.35
142693,14.51,13.17,14.76,26.52,5.89,9.26,32.16,21.35
143697,17.59,12.80,14.02,26.29,5.84,9.41,34.28,20.18
144703,16.89,14.02,14.15,23.23,5.89,9.56,32.16,19.94
145708,15.71,12.31,15.24,24.88,6.09,8.87,33.57,21.12
146712,14.51,13.78,14.15,26.76,5.60,9.17,31.69,21.82
147718,14.88,12.56,13.66,23.23,6.09,8.53,33.10,21.59
148722,16.18,12.68,14.39,25.11,6.09,8.92,31.22,20.88
149728,14.76,13.66,15.01,26.29,5.55,9.07,32.16,22.06
150732,16.18,12.93,14.51,25.82,6.33,9.80,33.10,21.82
151737,16.89,14.76,14.51,25.82,5.74,8.78,32.87,20.41
152742,14.76,12.07,15.71,25.82,5.65,9.31,33.81,20.18
153747,14.51,11.95,15.71,28.87,5.79,9.26,34.04,23.70
154752,14.15,13.90,15.24,26.05,6.28,9.51,30.75,20.65
155757,15.71,12.56,14.27,23.70,5.89,8.87,34.75,21.82
156762,16.18,14.15,14.76,26.29,5.65,8.73,33.81,22.29
157767,14.15,14.15,15.71,26.05,6.09,9.36,32.40,20.88
158772,16.89,12.31,14.51,25.58,5.55,8.92,33.57,22.29
159776,14.64,13.54,15.95,27.23,5.55,8.87,35.45,21.12
160782,14.88,13.17,15.48,24.41,5.65,9.51,32.40,20.88
161786,14.64,12.44,15.01,25.82,5.79,9.26,31.69,20.18
162791,17.12,12.93,16.18,26.52,6.04,9.36,30.99,21.12
163796,17.83,14.39,16.65,25.82,5.55,8.82,34.75,20.65
164801,18.53,14.02,14.51,25.82,5.94,9.26,31.69,19.71
165807,14.02,14.02,14.27,24.41,5.74,9.41,31.93,22.06
166811,14.76,12.19,14.15,24.88,5.40,9.26,34.28,21.35
167816,19.00,12.68,14.64,28.17,5.45,8.97,32.87,20.65
168821,16.18,12.56,14.51,25.35,5.45,9.61,34.04,22.76
169826,15.01,12.80,15.95,26.52,5.74,9.22,31.69,20.65
170830,16.42,12.68,14.27,26.05,6.14,9.07,33.57,20.18
171836,15.95,12.68,18.06,26.52,6.04,9.56,32.40,20.88
172840,17.12,13.78,14.88,25.82,5.45,9.02,32.87,20.18
173845,17.83,13.41,14.88,23.70,5.55,9.65,33.81,19.24
174851,16.18,12.56,14.51,24.88,5.50,9.36,33.34,20.41
175855,14.76,14.15,14.15,26.52,5.35,8.68,33.10,22.29
176861,15.71,12.31,14.27,23.94,5.50,8.68,34.51,21.59
177865,16.65,13.17,15.24,26.29,6.09,9.12,36.16,23.00
178870,14.39,13.78,14.02,26.76,5.89,9.41,31.46,20.65
179875,14.02,14.15,15.95,26.05,5.94,8.97,32.40,18.77
180880,15.71,13.66,16.42,26.29,5.65,8.87,33.81,23.47
181884,14.76,13.90,15.01,26.29,5.70,8.87,32.87,22.29
182890,17.36,12.44,15.24,23.23,5.89,9.07,34.51,24.64
183895,17.12,14.64,15.24,27.23,5.89,9.02,34.75,22.29
184900,15.48,13.54,15.24,26.05,6.09,9.46,32.63,19.94
185905,14.64,12.56,14.39,26.29,5.60,9.02,32.63,18.30
186909,19.47,13.41,15.01,23.94,5.94,9.75,33.57,19.47
187915,16.18,13.29,15.71,23.70,5.60,8.92,32.40,19.94
188919,17.83,13.78,15.71,26.05,5.89,9.31,34.51,21.59
189924,14.51,13.41,14.76,24.88,6.04,9.31,33.57,19.94
190929,14.64,12.56,15.24,24.17,5.65,9.41,31.93,20.41
191934,17.36,12.80,14.27,26.05,5.40,9.46,32.87,20.41
192940,16.65,12.31,14.51,24.88,5.45,9.65,34.04,22.29
193944,16.89,13.41,15.24,26.52,5.74,9.46,32.40,20.88
194949,16.18,13.05,14.15,26.76,5.60,9.51,32.87,22.06
195954,14.51,13.29,17.36,26.76,5.60,9.51,32.40,19.00
196959,15.95,13.05,14.15,26.52,5.74,9.51,31.69,20.65
197963,18.77,13.78,15.95,24.41,5.50,9.36,34.04,22.06
