=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2017.08.11 18:45:02 =~=~=~=~=~=~=~=~=~=~=~=
160.29,26.52

22110,28.87,30.28,34.28,50.38,42.54,42.92,60.55,26.72,42.02,59.90,26.05
21104,27.23,30.05,34.04,51.41,42.79,42.92,60.29,26.52
22110,28.87,30.28,34.28,50.38,42.54,42.92,60.55,26.7ö0,27.93,29.81,34.28,50.77,42.28,42.15,60.68,25.58
1004,27.46,30.28,35.22,50.64,42.41,42.28,60.80,26.05
2009,29.34,28.87,34.98,50.51,42.79,42.02,60.03,24.64
3014,28.17,28.87,34.28,51.28,43.18,42.92,60.42,26.52
4019,28.64,29.11,34.75,51.16,42.67,41.77,59.78,25.58
5024,28.40,30.52,35.45,50.64,42.41,42.15,59.78,24.64
6029,28.87,29.34,34.98,50.77,42.28,42.28,60.93,26.05
7034,27.70,30.28,34.51,50.51,42.67,42.67,59.90,25.82
8039,28.87,29.81,34.28,51.28,42.79,42.79,60.29,24.64
9043,29.11,29.58,34.98,50.77,43.18,42.15,60.80,26.05
10049,28.17,28.64,34.04,50.90,42.54,42.02,60.55,25.35
11054,29.34,28.87,34.51,50.77,42.41,42.02,60.80,25.82
12059,28.40,29.34,35.45,51.03,42.41,42.02,60.68,25.35
13064,27.46,30.28,35.22,50.26,43.44,42.28,60.80,25.35
14069,28.40,29.34,35.45,51.16,43.31,42.54,60.80,25.82
15074,29.11,29.58,35.22,50.51,42.54,42.28,59.78,25.11
16079,28.40,29.34,33.57,50.77,43.44,42.67,60.80,26.05
17084,27.46,30.28,35.69,50.26,43.31,42.79,60.55,26.76
18089,28.87,29.34,33.81,50.51,42.54,42.41,59.78,24.64
19094,27.46,29.81,35.22,50.38,42.54,42.41,59.78,26.52
20100,27.70,30.28,34.51,50.38,42.54,42.67,60.03,26.29
21104,26.99,30.28,34.51,50.51,43.18,42.79,60.55,26.52
22110,28.87,30.28,34.75,50.51,43.05,41.89,60.29,24.41
23114,5.40,5.60,5.79,5.45,5.01,5.70,4.57,5.55
24119,27.23,30.52,34.51,50.51,42.92,42.02,60.42,24.88
25124,27.46,29.81,35.45,50.90,42.41,41.77,59.65,25.58
26129,28.40,28.87,34.51,50.77,42.28,42.15,60.55,25.35
27134,27.23,28.64,34.98,51.28,42.79,41.89,59.52,24.88
28139,28.40,28.87,35.69,50.38,42.92,41.89,60.55,25.82
29145,28.64,30.28,34.98,50.51,42.92,42.02,59.65,24.88
30149,27.93,28.87,33.57,51.28,43.05,41.77,60.03,26.29
31155,27.46,29.34,35.22,51.16,43.31,42.28,60.55,25.35
32159,5.30,4.18,5.30,4.87,3.94,5.30,3.94,4.33
33164,3.45,2.91,3.30,3.15,2.67,3.59,3.30,2.81
34168,2.91,2.32,2.81,2.47,2.32,2.81,2.71,2.37
35173,2.13,2.32,2.27,2.18,1.98,2.52,1.98,2.37
36177,2.03,2.23,2.32,1.83,1.74,2.32,2.13,1.69
37182,2.03,1.54,1.74,2.03,1.59,2.13,2.03,2.03
38187,1.49,1.44,1.49,1.59,1.69,1.88,1.64,1.39
39191,1.64,1.49,1.49,1.35,1.35,1.49,1.69,1.69
40196,1.54,1.74,1.83,1.64,1.44,1.39,1.44,1.20
41200,1.20,1.74,1.74,1.49,1.35,1.30,1.69,1.64
42205,1.25,1.20,1.69,1.64,1.35,1.39,1.39,1.05
43209,1.05,1.59,1.44,1.25,1.10,1.39,1.69,1.54
44214,0.96,1.10,1.44,1.20,1.10,1.39,1.39,1.10
45218,1.20,1.20,1.30,1.00,1.00,1.25,1.30,1.15
46223,1.30,1.05,1.44,1.20,1.00,1.05,1.69,1.35
47227,1.10,1.49,1.35,0.96,0.96,1.30,1.15,1.00
48232,1.20,1.44,1.30,0.96,1.05,0.96,1.15,1.30
49236,0.91,1.44,1.44,0.91,0.91,1.44,1.49,0.81
50240,1.20,0.91,1.10,0.86,0.86,1.30,1.30,0.91
51245,1.00,1.39,1.15,0.91,1.05,0.86,1.15,1.15
52249,0.96,1.20,1.30,0.91,0.81,1.44,1.44,0.81
53254,1.25,1.00,1.30,0.91,0.81,1.35,1.15,1.05
54258,0.76,1.39,1.20,1.30,1.20,1.30,1.54,0.81
55263,0.86,1.25,1.30,0.86,0.76,1.39,1.44,0.71
56267,0.71,1.39,1.30,0.76,0.81,1.15,1.39,0.86
57272,0.76,1.30,0.81,1.25,1.00,1.30,1.00,0.86
58276,1.30,0.81,1.30,0.71,1.25,1.20,0.96,1.20
59281,0.91,0.96,1.10,0.86,0.86,1.00,1.39,1.00
60285,1.25,1.30,0.76,1.15,1.10,0.76,1.44,1.05
61290,0.76,1.20,0.76,1.20,0.66,1.30,0.96,0.66
62295,0.81,1.20,0.86,1.05,0.76,1.05,1.05,0.86
63299,0.86,0.96,1.05,0.81,0.91,0.96,1.00,0.91
64304,1.30,0.76,1.25,0.66,1.15,0.81,1.35,0.71
65308,0.86,0.81,0.81,0.96,0.81,0.91,1.30,0.71
66313,0.96,0.96,0.81,1.00,0.76,1.05,1.10,1.05
67316,0.81,0.76,0.81,0.96,0.76,0.71,1.00,0.52
68321,0.61,0.91,0.96,0.76,0.66,1.10,1.10,1.10
69325,1.10,1.10,1.15,0.66,0.52,1.05,1.30,0.61
70330,0.56,0.71,0.66,0.86,0.71,0.66,0.91,0.96
71334,0.96,0.91,0.76,0.56,0.56,0.61,0.76,0.76
72339,0.56,0.71,0.86,0.52,0.47,0.71,1.00,0.47
73344,1.10,0.66,0.96,1.00,0.52,0.71,1.25,0.47
74348,0.66,0.81,1.00,1.00,0.56,1.15,1.25,0.91
